Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Verdict,Original Type
Away,SET PIECE,,1,79282,6606.833,79282,6606.833,Player 15844,,0.91898,0.39996,0.91898,0.39996,REJECTED,SET PIECE
Away,PASS,,1,79292,6607.667,79298,6608.167,Player 15851,Player 15841,0.93421,0.50206,0.94341,0.59154,REJECTED,PASS
Away,PASS,,1,79300,6608.333,79304,6608.667,Player 15841,Player 15851,0.94648,0.62137,0.94866,0.51149,REJECTED,PASS
Home,PASS,,1,79320,6610.0,79352,6612.667,Player 15843,Player 15886,0.97435,0.5456,0.5605,0.66189,REJECTED,PASS
Home,PASS,,1,79363,6613.583,79387,6615.583,Player 15886,Player 15889,0.52448,0.60785,0.53834,0.43312,ACCEPTED,PASS
Home,PASS,,1,79398,6616.5,79438,6619.833,Player 15889,Player 15886,0.50835,0.40117,0.24341,0.4936,ACCEPTED,PASS
Home,BALL LOST,,1,79479,6623.25,79582,6631.833,Player 15886,,0.18119,0.61988,0.79523,0.26071,REJECTED,BALL LOST
Away,RECOVERY,,1,79582,6631.833,79582,6631.833,Player 15954,,0.79523,0.26071,0.79523,0.26071,REJECTED,RECOVERY
Away,PASS,,1,79600,6633.333,79616,6634.667,Player 15954,Player 15951,0.81138,0.30972,0.79012,0.42321,ACCEPTED,PASS
Away,PASS,,1,79644,6637.0,79654,6637.833,Player 15951,Player 15972,0.59722,0.67344,0.52952,0.78779,ACCEPTED,PASS
Home,BALL LOST,,1,79676,6639.667,79676,6639.667,Player 15982,,0.48229,0.91411,0.49535,1.02371,REJECTED,BALL LOST
Home,SET PIECE,,1,79690,6640.833,79690,6640.833,Player 15983,,0.3962,0.95582,0.3962,0.95582,REJECTED,SET PIECE
Home,PASS,,1,79691,6640.917,79697,6641.417,Player 15983,Player 15967,0.38688,0.96125,0.39049,0.87588,REJECTED,PASS
Home,PASS,,1,79698,6641.5,79738,6644.833,Player 15967,Player 16008,0.39582,0.86435,0.47283,0.59607,REJECTED,PASS
Home,BALL LOST,,1,79740,6645.0,79749,6645.75,Player 16008,,0.48616,0.58324,0.53319,0.51874,REJECTED,BALL LOST
Away,RECOVERY,,1,79749,6645.75,79749,6645.75,Player 16010,,0.53319,0.51874,0.53319,0.51874,REJECTED,RECOVERY
Away,PASS,,1,79766,6647.167,79781,6648.417,Player 16010,Player 16028,0.54488,0.52828,0.48496,0.66932,ACCEPTED,PASS
Away,PASS,,1,79819,6651.583,79832,6652.667,Player 16028,Player 16033,0.42863,0.65971,0.313,0.54201,REJECTED,PASS
Away,BALL LOST,,1,79835,6652.917,79836,6653.0,Player 16033,,0.28718,0.5374,0.25901,0.55244,REJECTED,BALL LOST
Home,RECOVERY,,1,79836,6653.0,79836,6653.0,Player 16023,,0.25901,0.55244,0.25901,0.55244,REJECTED,RECOVERY
Home,PASS,,1,79839,6653.25,79843,6653.583,Player 16023,Player 16049,0.26044,0.61042,0.2534,0.7171,REJECTED,PASS
Home,BALL LOST,,1,79845,6653.75,79846,6653.833,Player 16049,,0.24737,0.77243,0.24436,0.8001,REJECTED,BALL LOST
Away,RECOVERY,,1,79846,6653.833,79846,6653.833,Player 16036,,0.24436,0.8001,0.24436,0.8001,REJECTED,RECOVERY
Away,PASS,,1,79849,6654.083,79878,6656.5,Player 16036,Player 16063,0.23359,0.80876,0.13593,0.51754,REJECTED,PASS
Away,SHOT,,1,79890,6657.5,80031,6669.25,Player 16063,,0.14245,0.52888,0.05129,0.45485,REJECTED,SHOT
Away,BALL LOST,,1,80230,6685.833,80240,6686.667,Player 16126,,0.83802,0.26964,0.8119,0.29288,REJECTED,BALL LOST
Home,RECOVERY,,1,80240,6686.667,80240,6686.667,Player 16127,,0.8119,0.29288,0.8119,0.29288,REJECTED,RECOVERY
Home,PASS,,1,81566,6797.167,81568,6797.333,Player 16171,,0.67509,0.4561,0.67071,0.43976,RELABELED,BALL LOST
Away,RECOVERY,,1,81568,6797.333,81568,6797.333,Player 16176,,0.67071,0.43976,0.67071,0.43976,REJECTED,RECOVERY
Away,PASS,,1,81595,6799.583,81611,6800.917,Player 16176,Player 16175,0.62161,0.43426,0.57634,0.65493,ACCEPTED,PASS
Home,SHOT,,1,81649,6804.083,81754,6812.833,Player 16194,,0.31059,0.69625,0.43838,1.00065,REJECTED,SHOT
Home,SET PIECE,,1,81754,6812.833,81754,6812.833,Player 16234,,0.44355,0.9325,0.44355,0.9325,REJECTED,SET PIECE
Home,BALL LOST,,1,81775,6814.583,81775,6814.583,Player 16234,,0.46933,0.98323,0.46223,1.01367,REJECTED,BALL LOST
Away,SET PIECE,,1,81815,6817.917,81815,6817.917,Player 16271,,0.35252,0.9172,0.35252,0.9172,REJECTED,SET PIECE
Home,PASS,,1,81828,6819.0,81893,6824.417,Player 16267,Player 16304,0.33229,0.74316,0.38591,0.29125,REJECTED,PASS
Home,PASS,,1,81969,6830.75,81994,6832.833,Player 16304,Player 16334,0.32705,0.12229,0.46225,0.36062,REJECTED,PASS
Home,BALL LOST,,1,81998,6833.167,82004,6833.667,Player 16334,,0.45962,0.35771,0.39936,0.35771,REJECTED,BALL LOST
Away,RECOVERY,INTERCEPTION,1,82004,6833.667,82004,6833.667,Player 16321,,0.39936,0.35771,0.39936,0.35771,ACCEPTED,RECOVERY
Home,PASS,,1,82015,6834.583,82041,6836.75,Player 16339,Player 16341,0.42724,0.35844,0.08435,0.34616,REJECTED,PASS
Home,PASS,,1,82047,6837.25,82050,6837.5,Player 16344,Player 16339,0.09769,0.32878,0.0946,0.28941,REJECTED,PASS
Home,BALL LOST,,1,82079,6839.917,82085,6840.417,Player 16339,,0.19416,0.12265,0.17848,0.12475,REJECTED,BALL LOST
Away,RECOVERY,,1,82085,6840.417,82085,6840.417,Player 16374,,0.17848,0.12475,0.17848,0.12475,REJECTED,RECOVERY
Away,PASS,,1,82095,6841.25,82106,6842.167,Player 16374,Player 16384,0.19497,0.05972,0.14186,0.18333,RELABELED,PASS
Home,BALL LOST,,1,82115,6842.917,82123,6843.583,Player 16382,,0.02959,0.10218,0.26563,0.18603,REJECTED,BALL LOST
Away,RECOVERY,,1,82123,6843.583,82123,6843.583,Player 16395,,0.26563,0.18603,0.26563,0.18603,REJECTED,RECOVERY
Home,PASS,,1,82147,6845.583,82153,6846.083,Player 16389,Player 16399,0.15,0.47793,0.1603,0.5362,RELABELED,PASS
Home,PASS,,1,82159,6846.583,82197,6849.75,Player 16399,Player 16417,0.1673,0.58131,0.18624,0.72326,REJECTED,PASS
Home,PASS,,1,82201,6850.083,82204,6850.333,Player 16417,Player 16413,0.18421,0.71482,0.18948,0.67947,REJECTED,PASS
Home,BALL LOST,,1,82207,6850.583,82208,6850.667,Player 16413,,0.1926,0.63369,0.19382,0.62,REJECTED,BALL LOST
Away,RECOVERY,,1,82208,6850.667,82208,6850.667,Player 16411,,0.19382,0.62,0.19382,0.62,REJECTED,RECOVERY
Away,PASS,,1,82219,6851.583,82241,6853.417,Player 16411,Player 16429,0.1767,0.59625,0.11569,0.53422,REJECTED,PASS
Away,BALL LOST,,1,82242,6853.5,82243,6853.583,Player 16429,,0.10082,0.53625,0.08596,0.53828,REJECTED,BALL LOST
Home,RECOVERY,,1,82243,6853.583,82243,6853.583,Player 16453,,0.08596,0.53828,0.08596,0.53828,REJECTED,RECOVERY
Home,PASS,,1,82246,6853.833,82248,6854.0,Player 16453,Player 16400,0.08825,0.53293,0.13096,0.50767,ACCEPTED,PASS
