Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Verdict,Original Type
Away,SET PIECE,,1,57678,3845.2,57678,3845.2,Player 5145,,0.91132,0.88326,0.91132,0.88326,REJECTED,SET PIECE
Away,BALL LOST,,1,57695,3846.333,57695,3846.333,Player 5145,,0.95351,0.81,0.95351,0.81,REJECTED,BALL LOST
Away,SET PIECE,,1,57805,3853.667,57805,3853.667,Player 5172,,0.73798,0.98431,0.73798,0.98431,REJECTED,SET PIECE
Away,BALL LOST,,1,57823,3854.867,57823,3854.867,Player 5172,,0.73723,0.94961,0.73723,0.94961,REJECTED,BALL LOST
Away,SET PIECE,,1,57934,3862.267,57934,3862.267,Player 5184,,0.74243,0.97594,0.74243,0.97594,REJECTED,SET PIECE
Away,PASS,,1,57947,3863.133,57980,3865.333,Player 5184,Player 5122,0.75708,0.95039,0.74034,0.98128,REJECTED,PASS
Away,BALL LOST,,1,58014,3867.6,58014,3867.6,Player 5122,,0.74035,0.97707,0.74035,0.97707,REJECTED,BALL LOST
Away,SET PIECE,,1,58070,3871.333,58070,3871.333,Player 5205,,0.74076,0.98157,0.74076,0.98157,REJECTED,SET PIECE
Away,BALL LOST,,1,58106,3873.733,58106,3873.733,Player 5172,,0.78294,0.93714,0.78294,0.93714,REJECTED,BALL LOST
Away,SET PIECE,,1,58269,3884.6,58269,3884.6,Player 5172,,0.77852,0.91916,0.77852,0.91916,REJECTED,SET PIECE
Away,BALL LOST,,1,58275,3885.0,58275,3885.0,Player 5172,,0.79501,0.9289,0.84096,1.02464,REJECTED,BALL LOST
Home,SET PIECE,,1,58638,3909.2,58638,3909.2,Player 5138,,0.58918,0.55339,0.58918,0.55339,REJECTED,SET PIECE
Home,PASS,,1,58639,3909.267,58640,3909.333,Player 5138,Player 4998,0.59768,0.58997,0.60617,0.62654,REJECTED,PASS
Home,BALL LOST,,1,58679,3911.933,58680,3912.0,Player 5283,,0.63018,0.63681,0.63128,0.63831,REJECTED,BALL LOST
Away,RECOVERY,,1,58680,3912.0,58680,3912.0,Player 5245,,0.63128,0.63831,0.63128,0.63831,REJECTED,RECOVERY
Away,BALL LOST,,1,58694,3912.933,58695,3913.0,Player 5245,,0.64177,0.61137,0.64253,0.60871,REJECTED,BALL LOST
Home,RECOVERY,,1,58695,3913.0,58695,3913.0,Player 4978,,0.64253,0.60871,0.64253,0.60871,REJECTED,RECOVERY
Home,PASS,,1,58698,3913.2,58700,3913.333,Player 4978,Player 5248,0.6619,0.62352,0.69761,0.66055,REJECTED,PASS
Home,PASS,,1,58950,3930.0,58951,3930.067,Player 5248,Player 5263,0.66316,0.7161,0.64276,0.69757,REJECTED,PASS
Home,CHALLENGE,,1,58957,3930.467,58967,3931.133,Player 5263,,0.52039,0.58641,0.5,0.52823,REJECTED,CHALLENGE
Away,CHALLENGE,,1,58957,3930.467,58967,3931.133,Player 5255,,0.52039,0.58641,0.5,0.52823,REJECTED,CHALLENGE
Away,PASS,,1,58968,3931.2,58971,3931.4,Player 5255,Player 5063,0.5,0.52861,0.5,0.46867,REJECTED,PASS
Away,BALL LOST,,1,58975,3931.667,58986,3932.4,Player 5063,,0.5,0.42233,0.24171,0.54758,REJECTED,BALL LOST
Home,PASS,,1,58986,3932.4,58986,3932.4,Player 5313,,0.24171,0.54758,0.24171,0.54758,RELABELED,RECOVERY
Home,BALL LOST,,1,59183,3945.533,59204,3946.933,Player 5138,,0.15958,0.67203,0.12369,0.73889,REJECTED,BALL LOST
Away,RECOVERY,,1,59204,3946.933,59204,3946.933,Player 5330,,0.12369,0.73889,0.12369,0.73889,REJECTED,RECOVERY
Away,PASS,,1,59210,3947.333,59331,3955.4,Player 5330,Player 5085,0.11303,0.7307,0.21002,0.83889,REJECTED,PASS
Away,PASS,MANUAL,1,59220,3951.948,59220,3951.948,,,,,,,ADDED,
Away,PASS,,1,59332,3955.467,59334,3955.6,Player 5085,Player 5326,0.21724,0.8756,0.23167,0.94903,REJECTED,PASS
Home,PASS,,1,59402,3960.133,59677,3978.467,Player 5313,Player 5138,0.11387,0.5158,0.27468,0.91294,REJECTED,PASS
Home,BALL LOST,,1,59690,3979.333,59690,3979.333,Player 5138,,0.31793,1.02594,0.31578,1.00308,REJECTED,BALL LOST
Home,SET PIECE,,1,59701,3980.067,59701,3980.067,Player 5138,,0.31002,0.94213,0.31002,0.94213,REJECTED,SET PIECE
Home,PASS,,1,59704,3980.267,59704,3980.267,Player 5138,,0.28776,0.94307,0.24157,1.01413,RELABELED,BALL LOST
Home,SET PIECE,,1,59749,3983.267,59749,3983.267,Player 5313,,0.11695,0.45159,0.11695,0.45159,REJECTED,SET PIECE
Home,BALL LOST,,1,59945,3996.333,60046,4003.067,Player 5313,,0.19577,0.56157,0.13424,0.44015,REJECTED,BALL LOST
Away,RECOVERY,,1,60046,4003.067,60046,4003.067,Player 5179,,0.13424,0.44015,0.13424,0.44015,REJECTED,RECOVERY
Away,PASS,,1,60053,4003.533,60067,4004.467,Player 5179,Player 5290,0.14847,0.4914,0.23343,0.83434,REJECTED,PASS
Home,PASS,,1,60073,4004.867,60087,4005.8,Player 5264,Player 5331,0.27103,0.91044,0.32383,0.85891,ACCEPTED,PASS
Home,PASS,MANUAL,1,60102,4010.807,60102,4010.807,,,,,,,ADDED,
Home,BALL LOST,,1,60103,4006.867,60111,4007.4,Player 5331,,0.41741,0.94173,0.48113,0.92627,REJECTED,BALL LOST
Away,RECOVERY,,1,60111,4007.4,60111,4007.4,Player 5354,,0.48113,0.92627,0.48113,0.92627,REJECTED,RECOVERY
Away,PASS,,1,60139,4009.267,60162,4010.8,Player 5354,,0.41972,0.75886,0.59411,0.68815,RELABELED,BALL LOST
Home,PASS,,1,60162,4010.8,60162,4010.8,Player 5248,,0.59411,0.68815,0.59411,0.68815,RELABELED,RECOVERY
