Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Verdict,Original Type
Home,PASS,,1,9014,600.933,9028,601.867,Player 616,Player 721,0.13162,0.47934,0.1562,0.35359,ACCEPTED,PASS
Home,PASS,MANUAL,1,9049,603.87,9049,603.87,,,,,,,ADDED,
Home,PASS,MANUAL,1,9052,604.07,9052,604.07,,,,,,,ADDED,
Away,PASS,,1,9055,603.667,9063,604.2,Player 698,Player 832,0.22589,0.24084,0.3031,0.19454,REJECTED,PASS
Away,BALL LOST,,1,9066,604.4,9067,604.467,Player 832,,0.30983,0.18984,0.30956,0.18899,REJECTED,BALL LOST
Home,RECOVERY,,1,9067,604.467,9067,604.467,Player 590,,0.30956,0.18899,0.30956,0.18899,REJECTED,RECOVERY
Home,PASS,,1,9086,605.733,9103,606.867,Player 590,Player 721,0.29859,0.17393,0.16781,0.21511,ACCEPTED,PASS
Home,PASS,,1,9120,608.0,9147,609.8,Player 721,Player 890,0.19137,0.21901,0.86998,0.35283,REJECTED,PASS
Home,PASS,MANUAL,1,9146,610.343,9146,610.343,,,,,,,ADDED,
Home,BALL LOST,,1,9150,610.0,9150,610.0,Player 890,,0.87001,0.35306,0.80702,-0.00093,REJECTED,BALL LOST
Away,SET PIECE,,1,9330,622.0,9330,622.0,Player 724,,0.87581,0.43218,0.87581,0.43218,REJECTED,SET PIECE
Away,PASS,,1,9335,622.333,9787,652.467,Player 724,Player 831,0.85598,0.45834,0.63612,0.35636,REJECTED,PASS
Away,PASS,,1,9803,653.533,9807,653.8,Player 831,Player 703,0.62394,0.38628,0.68629,0.47466,REJECTED,PASS
Away,PASS,,1,9814,654.267,9816,654.4,Player 703,Player 831,0.65625,0.44005,0.63501,0.41794,REJECTED,PASS
Away,BALL LOST,,1,9818,654.533,9863,657.533,Player 831,,0.61377,0.39583,0.58857,0.37589,REJECTED,BALL LOST
Home,RECOVERY,,1,9863,657.533,9863,657.533,Player 728,,0.58857,0.37589,0.58857,0.37589,REJECTED,RECOVERY
Away,PASS,,1,9889,659.267,9987,665.8,Player 377,Player 942,0.6377,0.48921,0.25609,0.44799,REJECTED,PASS
Away,PASS,,1,10004,666.933,10045,669.667,Player 942,Player 984,0.25895,0.4174,0.30473,0.59441,ACCEPTED,PASS
Away,BALL LOST,,1,10067,671.133,10074,671.6,Player 984,,0.36168,0.61543,0.39805,0.64444,REJECTED,BALL LOST
Home,RECOVERY,,1,10074,671.6,10074,671.6,Player 616,,0.39805,0.64444,0.39805,0.64444,REJECTED,RECOVERY
Home,PASS,MANUAL,1,10074,672.272,10074,672.272,,,,,,,ADDED,
Home,PASS,MANUAL,1,10105,674.34,10105,674.34,,,,,,,ADDED,
Home,PASS,MANUAL,1,10105,674.34,10105,674.34,,,,,,,ADDED,
Home,BALL LOST,,1,10111,674.067,10117,674.467,Player 616,,0.46953,0.72497,0.50566,0.71092,REJECTED,BALL LOST
Away,RECOVERY,,1,10117,674.467,10117,674.467,Player 893,,0.50566,0.71092,0.50566,0.71092,REJECTED,RECOVERY
Home,PASS,MANUAL,1,10160,678.011,10160,678.011,,,,,,,ADDED,
Away,PASS,,1,10170,678.0,10188,679.2,Player 893,Player 937,0.70862,0.70935,0.83277,0.81741,REJECTED,PASS
Away,BALL LOST,,1,10189,679.267,10262,684.133,Player 937,,0.84009,0.78856,0.55461,0.52861,REJECTED,BALL LOST
Home,PASS,MANUAL,1,10254,684.284,10254,684.284,,,,,,,ADDED,
Home,RECOVERY,,1,10262,684.133,10262,684.133,Player 944,,0.55461,0.52861,0.55461,0.52861,REJECTED,RECOVERY
Home,PASS,,1,10275,685.0,10287,685.8,Player 944,Player 934,0.51064,0.4908,0.4521,0.39526,ACCEPTED,PASS
Home,PASS,,1,10292,686.133,10300,686.667,Player 934,Player 721,0.45883,0.36711,0.51725,0.33211,ACCEPTED,PASS
Home,PASS,,1,10303,686.867,10304,686.933,Player 721,Player 947,0.52798,0.32849,0.55117,0.33729,REJECTED,PASS
Home,BALL LOST,,1,10305,687.0,10321,688.067,Player 947,,0.57436,0.34609,0.69094,0.40637,REJECTED,BALL LOST
Home,PASS,MANUAL,1,10306,687.754,10306,687.754,,,,,,,ADDED,
Away,RECOVERY,,1,10321,688.067,10321,688.067,Player 730,,0.69094,0.40637,0.69094,0.40637,REJECTED,RECOVERY
Away,PASS,,1,10355,690.333,10358,690.533,Player 730,Player 964,0.67909,0.3972,0.6501,0.37936,REJECTED,PASS
Away,PASS,,1,10359,690.6,10374,691.6,Player 964,Player 950,0.64044,0.37341,0.4955,0.28418,REJECTED,PASS
Away,BALL LOST,,1,10376,691.733,10377,691.8,Player 950,,0.47617,0.27229,0.46651,0.26634,REJECTED,BALL LOST
Home,RECOVERY,,1,10377,691.8,10377,691.8,Player 728,,0.46651,0.26634,0.46651,0.26634,REJECTED,RECOVERY
Home,PASS,,1,10409,693.933,10427,695.133,Player 728,Player 430,0.30789,0.2621,0.14648,0.32199,ACCEPTED,PASS
Home,PASS,MANUAL,1,10482,699.499,10482,699.499,,,,,,,ADDED,
Home,PASS,MANUAL,1,10505,701.034,10505,701.034,,,,,,,ADDED,
Home,BALL LOST,,1,10511,700.733,10512,700.8,Player 728,,0.27879,0.19684,0.29153,0.19304,REJECTED,BALL LOST
Away,RECOVERY,,1,10512,700.8,10512,700.8,Player 950,,0.29153,0.19304,0.29153,0.19304,REJECTED,RECOVERY
Away,PASS,,1,10515,701.0,10522,701.467,Player 950,Player 377,0.32302,0.18467,0.38639,0.16449,REJECTED,PASS
Away,PASS,,1,10525,701.667,10717,714.467,Player 377,Player 964,0.42149,0.17594,0.66821,0.2313,REJECTED,PASS
Home,PASS,MANUAL,1,10556,704.437,10556,704.437,,,,,,,ADDED,
Away,BALL LOST,,1,10718,714.533,10720,714.667,Player 964,,0.66711,0.26867,0.66489,0.34341,REJECTED,BALL LOST
Home,RECOVERY,,1,10720,714.667,10720,714.667,Player 935,,0.66489,0.34341,0.66489,0.34341,REJECTED,RECOVERY
Home,PASS,,1,10767,717.8,10772,718.133,Player 935,Player 1026,0.65394,0.36359,0.62322,0.41963,ACCEPTED,PASS
Away,PASS,MANUAL,1,10774,718.985,10774,718.985,,,,,,,ADDED,
Home,PASS,,1,10776,718.4,10789,719.267,Player 1026,Player 861,0.62172,0.45846,0.63663,0.61022,REJECTED,PASS
Home,BALL LOST,,1,10792,719.467,10797,719.8,Player 861,,0.66461,0.61493,0.75182,0.5955,REJECTED,BALL LOST
Away,RECOVERY,,1,10797,719.8,10797,719.8,Player 818,,0.75182,0.5955,0.75182,0.5955,REJECTED,RECOVERY
Away,PASS,MANUAL,1,10811,721.454,10811,721.454,,,,,,,ADDED,
Away,BALL LOST,,1,10817,721.133,10817,721.133,Player 818,,0.78047,0.81358,1.01352,0.26046,REJECTED,BALL LOST
Home,SET PIECE,,1,10901,726.733,10901,726.733,Player 721,,0.83425,0.51853,0.83425,0.51853,REJECTED,SET PIECE
